,beds,baths,size,size_units,lot_size,lot_size_units,zip_code,price
96064,4.0,,2440.0,sqft,2168.0,sqft,98122.0,1060000.0
96145,3.0,1.5,1640.0,sqft,5196.0,sqft,98103.0,1060000.0
95834,4.0,3.5,2600.0,sqft,4101.0,sqft,98108.0,1060000.0
96022,4.0,3.5,2600.0,sqft,4101.0,sqft,98108.0,1060000.0
95968,4.0,3.5,2600.0,sqft,4101.0,sqft,98108.0,1060000.0
96706,3.0,2.5,1550.0,sqft,1131.0,sqft,98122.0,1065000.0
96576,3.0,2.5,1550.0,sqft,1131.0,sqft,98122.0,1065000.0
96323,3.0,2.5,1550.0,sqft,1131.0,sqft,98122.0,1065000.0
96549,3.0,2.5,1550.0,sqft,1131.0,sqft,98122.0,1065000.0
96690,4.0,2.5,2280.0,sqft,3932.0,sqft,98106.0,1065000.0
96422,3.0,2.5,1550.0,sqft,1131.0,sqft,98122.0,1065000.0
96324,3.0,2.5,1550.0,sqft,1131.0,sqft,98122.0,1065000.0
96653,3.0,2.5,1550.0,sqft,1131.0,sqft,98122.0,1065000.0
96513,4.0,2.5,2280.0,sqft,3932.0,sqft,98106.0,1065000.0
96377,4.0,2.5,2280.0,sqft,3932.0,sqft,98106.0,1065000.0
96839,4.0,4.0,2250.0,sqft,6600.0,sqft,98106.0,1070000.0
97149,4.0,4.0,2250.0,sqft,6600.0,sqft,98106.0,1070000.0
96785,3.0,2.0,1740.0,sqft,8309.0,sqft,98115.0,1070000.0
97178,,,1939.0,sqft,0.31,acre,98109.0,1070000.0
96730,3.0,2.5,1500.0,sqft,1056.0,sqft,98103.0,1070000.0
97017,3.0,2.0,1740.0,sqft,8309.0,sqft,98115.0,1070000.0
96879,3.0,2.0,1740.0,sqft,8309.0,sqft,98115.0,1070000.0
96925,4.0,4.0,2250.0,sqft,6600.0,sqft,98106.0,1070000.0
97002,,,1939.0,sqft,0.31,acre,98109.0,1070000.0
96738,3.0,2.0,1740.0,sqft,8309.0,sqft,98115.0,1070000.0
97576,4.0,2.5,2213.0,sqft,3367.0,sqft,98107.0,1075000.0
97549,3.0,,,sqft,3500.0,sqft,98117.0,1075000.0
97239,4.0,2.5,2213.0,sqft,3367.0,sqft,98107.0,1075000.0
97396,4.0,2.5,2190.0,sqft,4590.0,sqft,98136.0,1075000.0
97481,4.0,2.5,2213.0,sqft,3367.0,sqft,98107.0,1075000.0
97509,4.0,2.5,2213.0,sqft,3367.0,sqft,98107.0,1075000.0
97502,4.0,2.5,2190.0,sqft,4590.0,sqft,98136.0,1075000.0
97516,3.0,,,sqft,3500.0,sqft,98117.0,1075000.0
97494,4.0,2.5,2213.0,sqft,3367.0,sqft,98107.0,1075000.0
97207,4.0,2.5,2190.0,sqft,4590.0,sqft,98136.0,1075000.0
98091,9.0,,,sqft,5303.0,sqft,98133.0,1089000.0
97860,,3.5,1530.0,sqft,3000.0,sqft,98117.0,1089000.0
97673,9.0,,,sqft,5303.0,sqft,98133.0,1089000.0
97875,,3.5,1530.0,sqft,3000.0,sqft,98117.0,1089000.0
98057,9.0,,,sqft,5303.0,sqft,98133.0,1089000.0
97985,9.0,,,sqft,5303.0,sqft,98133.0,1089000.0
98102,9.0,,,sqft,5303.0,sqft,98133.0,1089000.0
97714,9.0,,,sqft,5303.0,sqft,98133.0,1089000.0
98118,,3.5,1530.0,sqft,3000.0,sqft,98117.0,1089000.0
98100,,3.5,1530.0,sqft,3000.0,sqft,98117.0,1089000.0
98442,3.0,,1580.0,sqft,1372.0,sqft,98103.0,1095000.0
98477,3.0,,1580.0,sqft,1372.0,sqft,98103.0,1095000.0
98150,3.0,3.0,1390.0,sqft,5000.0,sqft,98126.0,1095000.0
98180,3.0,,1580.0,sqft,1372.0,sqft,98103.0,1095000.0
98254,7.0,4.0,2300.0,sqft,2920.0,sqft,98122.0,1095000.0
98498,3.0,3.5,,sqft,8500.0,sqft,98136.0,1095000.0
98332,3.0,,1580.0,sqft,1372.0,sqft,98103.0,1095000.0
98366,3.0,,1580.0,sqft,1372.0,sqft,98103.0,1095000.0
98311,7.0,4.0,2300.0,sqft,2920.0,sqft,98122.0,1095000.0
98533,3.0,3.0,1390.0,sqft,5000.0,sqft,98126.0,1095000.0
98777,,2.0,2080.0,sqft,5250.0,sqft,98116.0,1098000.0
98752,3.0,2.0,,sqft,5280.0,sqft,98103.0,1098000.0
98711,,2.0,2080.0,sqft,5250.0,sqft,98116.0,1098000.0
98916,3.0,2.0,,sqft,5280.0,sqft,98103.0,1098000.0
99037,,2.0,2080.0,sqft,5250.0,sqft,98116.0,1098000.0
98601,3.0,2.0,,sqft,5280.0,sqft,98103.0,1098000.0
99031,,2.0,2080.0,sqft,5250.0,sqft,98116.0,1098000.0
98723,3.0,2.0,,sqft,5280.0,sqft,98103.0,1098000.0
98651,3.0,2.0,,sqft,5280.0,sqft,98103.0,1098000.0
99050,3.0,2.0,,sqft,5280.0,sqft,98103.0,1098000.0
99466,,,,sqft,5786.0,sqft,98105.0,1099950.0
99330,,,,sqft,5786.0,sqft,98105.0,1099950.0
99495,,,,sqft,5786.0,sqft,98105.0,1099950.0
99383,3.0,,1573.0,sqft,1243.0,sqft,98107.0,1099950.0
99309,3.0,,1573.0,sqft,1243.0,sqft,98107.0,1099950.0
99292,,,,sqft,5786.0,sqft,98105.0,1099950.0
99205,3.0,,1573.0,sqft,1243.0,sqft,98107.0,1099950.0
99124,3.0,,1573.0,sqft,1243.0,sqft,98107.0,1099950.0
99111,3.0,,1573.0,sqft,1243.0,sqft,98107.0,1099950.0
99172,,,,sqft,5786.0,sqft,98105.0,1099950.0
99608,,,1800.0,sqft,7455.0,sqft,98117.0,1100000.0
99627,,2.0,2010.0,sqft,4275.0,sqft,98115.0,1100000.0
217,3.0,2.5,,sqft,5000.0,sqft,98117.0,1100000.0
99917,,,1800.0,sqft,7455.0,sqft,98117.0,1100000.0
99828,,,1800.0,sqft,7455.0,sqft,98117.0,1100000.0
99958,3.0,2.5,,sqft,5000.0,sqft,98117.0,1100000.0
99742,5.0,3.0,2055.0,sqft,4000.0,sqft,98122.0,1100000.0
99531,4.0,,2700.0,sqft,8360.0,sqft,98199.0,1100000.0
99630,,2.0,,sqft,6720.0,sqft,98199.0,1100000.0
99596,3.0,2.5,,sqft,5000.0,sqft,98117.0,1100000.0
100379,2.0,4.5,1670.0,sqft,905.0,sqft,98107.0,1115000.0
100278,2.0,4.5,1670.0,sqft,905.0,sqft,98107.0,1115000.0
100153,3.0,3.5,1670.0,sqft,905.0,sqft,98107.0,1115000.0
100056,2.0,4.5,1670.0,sqft,905.0,sqft,98107.0,1115000.0
100012,3.0,3.5,1670.0,sqft,905.0,sqft,98107.0,1115000.0
100299,3.0,3.5,1670.0,sqft,905.0,sqft,98107.0,1115000.0
100257,2.0,4.5,1670.0,sqft,905.0,sqft,98107.0,1115000.0
100103,3.0,3.5,1670.0,sqft,905.0,sqft,98107.0,1115000.0
100386,3.0,3.5,1670.0,sqft,905.0,sqft,98107.0,1115000.0
100072,3.0,3.5,1670.0,sqft,905.0,sqft,98107.0,1115000.0
100719,4.0,2.0,2440.0,sqft,4002.0,sqft,,1116000.0
100678,4.0,2.0,2440.0,sqft,4002.0,sqft,,1116000.0
100578,3.0,3.5,2206.0,sqft,1500.0,sqft,98103.0,1116000.0
100767,4.0,2.0,2440.0,sqft,4002.0,sqft,,1116000.0
100487,4.0,2.0,2440.0,sqft,4002.0,sqft,,1116000.0
100903,4.0,2.0,2440.0,sqft,4002.0,sqft,,1116000.0
100676,3.0,3.5,2206.0,sqft,1500.0,sqft,98103.0,1116000.0
100692,4.0,2.0,2440.0,sqft,4002.0,sqft,,1116000.0
100794,4.0,2.0,2440.0,sqft,4002.0,sqft,,1116000.0
100666,4.0,2.0,2440.0,sqft,4002.0,sqft,,1116000.0
101025,,2.5,,sqft,2498.0,sqft,98117.0,1125000.0
100971,3.0,1.0,,sqft,4000.0,sqft,98117.0,1125000.0
101330,5.0,,2660.0,sqft,6400.0,sqft,98136.0,1125000.0
101148,5.0,,2660.0,sqft,6400.0,sqft,98136.0,1125000.0
101273,4.0,2.0,2370.0,sqft,8775.0,sqft,98125.0,1125000.0
101045,3.0,1.0,,sqft,4000.0,sqft,98117.0,1125000.0
100990,3.0,1.0,,sqft,4000.0,sqft,98117.0,1125000.0
101322,4.0,2.0,2370.0,sqft,8775.0,sqft,98125.0,1125000.0
100988,,,2300.0,sqft,4100.0,sqft,98107.0,1125000.0
101083,4.0,2.0,2370.0,sqft,8775.0,sqft,98125.0,1125000.0
101730,3.0,2.0,2120.0,sqft,6400.0,sqft,98103.0,1130000.0
101718,4.0,3.5,2011.0,sqft,2421.0,sqft,98136.0,1130000.0
101840,,,2630.0,sqft,3755.0,sqft,98115.0,1130000.0
101575,3.0,2.0,1758.0,sqft,1350.0,sqft,98103.0,1130000.0
101570,,,,sqft,3172.0,sqft,,1130000.0
101540,4.0,3.5,2011.0,sqft,2421.0,sqft,98136.0,1130000.0
101598,3.0,2.0,1758.0,sqft,1350.0,sqft,98103.0,1130000.0
101476,3.0,2.0,2120.0,sqft,6400.0,sqft,98103.0,1130000.0
101655,,,2630.0,sqft,3755.0,sqft,98115.0,1130000.0
101604,,,,sqft,3172.0,sqft,,1130000.0
102190,3.0,2.5,1763.0,sqft,2498.0,sqft,98117.0,1135000.0
101916,3.0,2.5,1763.0,sqft,2498.0,sqft,98117.0,1135000.0
102023,5.0,3.0,2480.0,sqft,5100.0,sqft,98117.0,1135000.0
101955,5.0,3.0,2480.0,sqft,5100.0,sqft,98117.0,1135000.0
101862,3.0,2.5,1763.0,sqft,2498.0,sqft,98117.0,1135000.0
101983,5.0,3.0,2480.0,sqft,5100.0,sqft,98117.0,1135000.0
102229,5.0,3.0,2480.0,sqft,5100.0,sqft,98117.0,1135000.0
102195,3.0,2.5,1763.0,sqft,2498.0,sqft,98117.0,1135000.0
101988,5.0,3.0,2480.0,sqft,5100.0,sqft,98117.0,1135000.0
102105,5.0,3.0,2480.0,sqft,5100.0,sqft,98117.0,1135000.0
102604,3.0,2.5,1940.0,sqft,2880.0,sqft,98118.0,1140000.0
102748,3.0,2.5,1940.0,sqft,2880.0,sqft,98118.0,1140000.0
102479,3.0,2.5,1940.0,sqft,2880.0,sqft,98118.0,1140000.0
102657,,2.0,,sqft,4400.0,sqft,98122.0,1140000.0
102752,3.0,2.5,1940.0,sqft,2880.0,sqft,98118.0,1140000.0
102631,,2.0,,sqft,4400.0,sqft,98122.0,1140000.0
102642,3.0,2.5,1940.0,sqft,2880.0,sqft,98118.0,1140000.0
102646,3.0,2.5,1940.0,sqft,2880.0,sqft,98118.0,1140000.0
102432,3.0,2.5,1940.0,sqft,2880.0,sqft,98118.0,1140000.0
102750,3.0,2.5,1940.0,sqft,2880.0,sqft,98118.0,1140000.0
103030,,,,sqft,5100.0,sqft,98117.0,1148000.0
103168,3.0,2.5,1926.0,sqft,1483.0,sqft,98122.0,1148000.0
102941,,,,sqft,5100.0,sqft,98117.0,1148000.0
103012,3.0,2.5,1926.0,sqft,1483.0,sqft,98122.0,1148000.0
102946,3.0,2.5,1926.0,sqft,1483.0,sqft,98122.0,1148000.0
103078,3.0,2.5,1926.0,sqft,1483.0,sqft,98122.0,1148000.0
102863,,,,sqft,5100.0,sqft,98117.0,1148000.0
103178,3.0,2.5,1926.0,sqft,1483.0,sqft,98122.0,1148000.0
103027,,,,sqft,5100.0,sqft,98117.0,1148000.0
102829,3.0,2.5,1926.0,sqft,1483.0,sqft,98122.0,1148000.0
335,3.0,2.0,1700.0,sqft,5346.0,sqft,98115.0,1150000.0
103655,3.0,2.0,1700.0,sqft,5346.0,sqft,98115.0,1150000.0
103707,3.0,2.0,2462.0,sqft,3200.0,sqft,98119.0,1150000.0
103429,4.0,3.0,2230.0,sqft,6700.0,sqft,98115.0,1150000.0
103435,4.0,2.0,,sqft,5000.0,sqft,,1150000.0
103593,3.0,3.0,3400.0,sqft,8000.0,sqft,98136.0,1150000.0
103529,3.0,2.0,1700.0,sqft,5346.0,sqft,98115.0,1150000.0
103299,2.0,2.0,1695.0,sqft,,,98126.0,1150000.0
103625,3.0,2.0,2462.0,sqft,3200.0,sqft,98119.0,1150000.0
103391,4.0,,1900.0,sqft,2256.0,sqft,98103.0,1150000.0
104036,3.0,,1678.0,sqft,1191.0,sqft,,1160000.0
103770,2.0,2.0,,sqft,8750.0,sqft,98116.0,1160000.0
104125,3.0,,1678.0,sqft,1191.0,sqft,,1160000.0
103871,3.0,,1678.0,sqft,1191.0,sqft,,1160000.0
104143,3.0,,1678.0,sqft,1191.0,sqft,,1160000.0
103805,3.0,2.0,1719.0,sqft,1056.0,sqft,98103.0,1160000.0
104166,3.0,,1678.0,sqft,1191.0,sqft,,1160000.0
103942,3.0,,1678.0,sqft,1191.0,sqft,,1160000.0
104048,3.0,,1678.0,sqft,1191.0,sqft,,1160000.0
103788,3.0,2.0,1719.0,sqft,1056.0,sqft,98103.0,1160000.0
104341,4.0,3.5,2661.0,sqft,4081.0,sqft,,1165000.0
104320,4.0,3.5,2661.0,sqft,4081.0,sqft,,1165000.0
104490,3.0,,1860.0,sqft,3400.0,sqft,98105.0,1165000.0
104613,3.0,,1860.0,sqft,3400.0,sqft,98105.0,1165000.0
104501,4.0,3.5,2661.0,sqft,4081.0,sqft,,1165000.0
104298,3.0,,1860.0,sqft,3400.0,sqft,98105.0,1165000.0
104415,4.0,3.5,2661.0,sqft,4081.0,sqft,,1165000.0
104431,4.0,3.5,2661.0,sqft,4081.0,sqft,,1165000.0
104548,3.0,,1860.0,sqft,3400.0,sqft,98105.0,1165000.0
104212,4.0,3.5,2661.0,sqft,4081.0,sqft,,1165000.0
105024,,,1710.0,sqft,3250.0,sqft,98117.0,1170000.0
104795,,,1710.0,sqft,3250.0,sqft,98117.0,1170000.0
104651,,,1710.0,sqft,3250.0,sqft,98117.0,1170000.0
104756,,,1846.0,sqft,2250.0,sqft,98107.0,1170000.0
104774,,,1710.0,sqft,3250.0,sqft,98117.0,1170000.0
105056,,,1710.0,sqft,3250.0,sqft,98117.0,1170000.0
105037,,,1846.0,sqft,2250.0,sqft,98107.0,1170000.0
105077,,,1846.0,sqft,2250.0,sqft,98107.0,1170000.0
104783,,,1710.0,sqft,3250.0,sqft,98117.0,1170000.0
104916,,,1710.0,sqft,3250.0,sqft,98117.0,1170000.0
105161,4.0,2.0,2840.0,sqft,5750.0,sqft,98126.0,1175000.0
105496,4.0,2.0,2840.0,sqft,5750.0,sqft,98126.0,1175000.0
105318,3.0,2.5,1465.0,sqft,2973.0,sqft,98119.0,1175000.0
105410,5.0,2.0,2740.0,sqft,2850.0,sqft,98103.0,1175000.0
105125,4.0,,2730.0,sqft,5724.0,sqft,98146.0,1175000.0
105446,4.0,,2730.0,sqft,5724.0,sqft,98146.0,1175000.0
105548,4.0,3.0,2900.0,sqft,7500.0,sqft,98136.0,1175000.0
105514,3.0,2.5,1465.0,sqft,2973.0,sqft,98119.0,1175000.0
105453,5.0,2.0,2740.0,sqft,2850.0,sqft,98103.0,1175000.0
105123,3.0,2.5,,sqft,0.28,acre,98118.0,1175000.0
105796,4.0,3.5,1964.0,sqft,,,98115.0,1180000.0
105884,3.0,2.0,2370.0,sqft,4400.0,sqft,98119.0,1180000.0
105903,4.0,3.5,1964.0,sqft,,,98115.0,1180000.0
105952,3.0,2.0,,sqft,2400.0,sqft,98117.0,1180000.0
105813,2.0,1.0,1130.0,sqft,4388.0,sqft,98199.0,1180000.0
105673,,3.0,2470.0,sqft,0.29,acre,98115.0,1180000.0
105676,3.0,2.0,,sqft,2400.0,sqft,98117.0,1180000.0
105669,4.0,3.5,1964.0,sqft,,,98115.0,1180000.0
105591,,3.0,2470.0,sqft,0.29,acre,98115.0,1180000.0
105703,2.0,1.0,1130.0,sqft,4388.0,sqft,98199.0,1180000.0
106493,,3.5,2440.0,sqft,7200.0,sqft,98125.0,1185000.0
106327,4.0,2.0,,sqft,1000.0,sqft,98109.0,1185000.0
106495,,3.5,2440.0,sqft,7200.0,sqft,98125.0,1185000.0
106455,4.0,2.0,,sqft,1000.0,sqft,98109.0,1185000.0
106083,,3.5,2440.0,sqft,7200.0,sqft,98125.0,1185000.0
106492,4.0,2.0,,sqft,1000.0,sqft,98109.0,1185000.0
106210,,3.5,2440.0,sqft,7200.0,sqft,98125.0,1185000.0
106437,4.0,2.0,,sqft,1000.0,sqft,98109.0,1185000.0
106364,,3.5,2440.0,sqft,7200.0,sqft,98125.0,1185000.0
106233,,3.5,2440.0,sqft,7200.0,sqft,98125.0,1185000.0
106772,3.0,2.0,1440.0,sqft,4239.0,sqft,98119.0,1195000.0
106846,3.0,2.0,1440.0,sqft,4239.0,sqft,98119.0,1195000.0
106757,3.0,2.0,1440.0,sqft,4239.0,sqft,98119.0,1195000.0
106811,3.0,2.0,1440.0,sqft,4239.0,sqft,98119.0,1195000.0
106648,3.0,2.0,1440.0,sqft,4239.0,sqft,98119.0,1195000.0
106908,3.0,2.0,1440.0,sqft,4239.0,sqft,98119.0,1195000.0
106904,3.0,2.0,1440.0,sqft,4239.0,sqft,98119.0,1195000.0
106638,4.0,2.0,2390.0,sqft,5535.0,sqft,,1195000.0
106966,4.0,2.0,2390.0,sqft,5535.0,sqft,,1195000.0
106692,3.0,2.0,1440.0,sqft,4239.0,sqft,98119.0,1195000.0
107219,3.0,2.0,2370.0,sqft,4865.0,sqft,98126.0,1200000.0
107082,,4.0,3360.0,sqft,5000.0,sqft,98107.0,1200000.0
107373,,2.5,2220.0,sqft,2519.0,sqft,98103.0,1200000.0
107163,,2.5,2220.0,sqft,2519.0,sqft,98103.0,1200000.0
107426,4.0,2.0,1850.0,sqft,3570.0,sqft,98105.0,1200000.0
107372,,2.5,2080.0,sqft,5160.0,sqft,98116.0,1200000.0
107017,4.0,2.5,2840.0,sqft,4480.0,sqft,98105.0,1200000.0
1426,3.0,,1660.0,sqft,7650.0,sqft,98117.0,1200000.0
107303,,2.5,2220.0,sqft,2519.0,sqft,98103.0,1200000.0
107312,3.0,2.5,2040.0,sqft,3298.0,sqft,98136.0,1200000.0
107896,4.0,2.0,1920.0,sqft,0.41,acre,98118.0,1210000.0
107464,,4.0,2300.0,sqft,5700.0,sqft,98115.0,1210000.0
107456,,4.0,2300.0,sqft,5700.0,sqft,98115.0,1210000.0
107472,4.0,2.0,1920.0,sqft,0.41,acre,98118.0,1210000.0
107782,9.0,9.0,3780.0,sqft,5020.0,sqft,98119.0,1210000.0
107616,4.0,2.0,1920.0,sqft,0.41,acre,98118.0,1210000.0
107572,,4.0,2300.0,sqft,5700.0,sqft,98115.0,1210000.0
107567,4.0,2.0,1920.0,sqft,0.41,acre,98118.0,1210000.0
107889,4.0,2.0,1920.0,sqft,0.41,acre,98118.0,1210000.0
107587,,4.0,2300.0,sqft,5700.0,sqft,98115.0,1210000.0
108150,,2.0,2100.0,sqft,3600.0,sqft,98116.0,1225000.0
107947,5.0,3.0,2970.0,sqft,5250.0,sqft,98117.0,1225000.0
108025,,2.0,2100.0,sqft,3600.0,sqft,98116.0,1225000.0
108175,,2.0,2100.0,sqft,3600.0,sqft,98116.0,1225000.0
107989,,2.0,2100.0,sqft,3600.0,sqft,98116.0,1225000.0
108032,,2.0,2100.0,sqft,3600.0,sqft,98116.0,1225000.0
107997,6.0,6.0,3488.0,sqft,2388.0,sqft,,1225000.0
108128,5.0,3.0,2970.0,sqft,5250.0,sqft,98117.0,1225000.0
108366,5.0,3.0,2970.0,sqft,5250.0,sqft,98117.0,1225000.0
108337,6.0,6.0,3488.0,sqft,2388.0,sqft,,1225000.0
108587,5.0,3.0,2360.0,sqft,2833.0,sqft,98103.0,1240000.0
108715,4.0,,2015.0,sqft,1886.0,sqft,,1240000.0
108512,4.0,,2015.0,sqft,1886.0,sqft,,1240000.0
108424,4.0,,2015.0,sqft,1886.0,sqft,,1240000.0
108712,5.0,3.0,2360.0,sqft,2833.0,sqft,98103.0,1240000.0
108435,4.0,,2015.0,sqft,1886.0,sqft,,1240000.0
108390,5.0,3.0,2360.0,sqft,2833.0,sqft,98103.0,1240000.0
108382,5.0,3.0,2360.0,sqft,2833.0,sqft,98103.0,1240000.0
108611,4.0,,2015.0,sqft,1886.0,sqft,,1240000.0
108656,5.0,3.0,2360.0,sqft,2833.0,sqft,98103.0,1240000.0
108940,5.0,4.0,,sqft,5200.0,sqft,98108.0,1250000.0
108981,4.0,,2010.0,sqft,9612.0,sqft,98105.0,1250000.0
108847,4.0,,2940.0,sqft,4000.0,sqft,98126.0,1250000.0
109187,4.0,3.5,3840.0,sqft,0.32,acre,98118.0,1250000.0
108991,1.0,1.5,1285.0,sqft,0.96,acre,98121.0,1250000.0
109139,3.0,2.0,2495.0,sqft,4000.0,sqft,98105.0,1250000.0
109234,3.0,2.0,2495.0,sqft,4000.0,sqft,98105.0,1250000.0
109269,3.0,2.0,2495.0,sqft,4000.0,sqft,98105.0,1250000.0
109042,5.0,4.0,,sqft,5200.0,sqft,98108.0,1250000.0
109178,1.0,1.0,,sqft,8094.0,sqft,98108.0,1250000.0
109648,,3.5,2106.0,sqft,1785.0,sqft,98115.0,1266000.0
109717,5.0,2.0,2300.0,sqft,3315.0,sqft,98105.0,1266000.0
109368,,3.5,2106.0,sqft,1785.0,sqft,98115.0,1266000.0
109394,,3.5,2106.0,sqft,1785.0,sqft,98115.0,1266000.0
109688,,3.5,2106.0,sqft,1785.0,sqft,98115.0,1266000.0
109376,5.0,2.0,2300.0,sqft,3315.0,sqft,98105.0,1266000.0
109329,5.0,2.0,2300.0,sqft,3315.0,sqft,98105.0,1266000.0
109550,5.0,2.0,2300.0,sqft,3315.0,sqft,98105.0,1266000.0
812,,3.5,2106.0,sqft,1785.0,sqft,98115.0,1266000.0
109299,,3.5,2106.0,sqft,1785.0,sqft,98115.0,1266000.0
110206,4.0,3.0,,sqft,5200.0,sqft,98136.0,1270000.0
110092,5.0,,,sqft,4980.0,sqft,98144.0,1270000.0
109927,3.0,,1370.0,sqft,3060.0,sqft,98103.0,1270000.0
109990,3.0,,1370.0,sqft,3060.0,sqft,98103.0,1270000.0
109872,2.0,,950.0,sqft,1.0,acre,98103.0,1270000.0
109831,3.0,,1370.0,sqft,3060.0,sqft,98103.0,1270000.0
110091,4.0,3.0,,sqft,5200.0,sqft,98136.0,1270000.0
110175,4.0,3.0,,sqft,5200.0,sqft,98136.0,1270000.0
110218,4.0,3.0,,sqft,5200.0,sqft,98136.0,1270000.0
109765,2.0,,950.0,sqft,1.0,acre,98103.0,1270000.0
110299,5.0,,3200.0,sqft,9260.0,sqft,98133.0,1275000.0
110438,,2.0,2900.0,sqft,4700.0,sqft,98144.0,1275000.0
110636,3.0,2.0,,sqft,6500.0,sqft,98118.0,1275000.0
110482,,2.0,2900.0,sqft,4700.0,sqft,98144.0,1275000.0
110597,,2.0,2900.0,sqft,4700.0,sqft,98144.0,1275000.0
110660,5.0,,3200.0,sqft,9260.0,sqft,98133.0,1275000.0
110489,3.0,3.0,,sqft,6882.0,sqft,98136.0,1275000.0
110520,3.0,2.5,1813.0,sqft,,,98116.0,1275000.0
110280,3.0,2.0,,sqft,6500.0,sqft,98118.0,1275000.0
110601,,2.0,2900.0,sqft,4700.0,sqft,98144.0,1275000.0
110770,3.0,,2630.0,sqft,9702.0,sqft,98117.0,1290000.0
110849,3.0,,2630.0,sqft,9702.0,sqft,98117.0,1290000.0
110913,3.0,,2630.0,sqft,9702.0,sqft,98117.0,1290000.0
110745,3.0,,2630.0,sqft,9702.0,sqft,98117.0,1290000.0
111129,4.0,,3200.0,sqft,5508.0,sqft,98117.0,1290000.0
110751,4.0,,3200.0,sqft,5508.0,sqft,98117.0,1290000.0
110954,3.0,,2630.0,sqft,9702.0,sqft,98117.0,1290000.0
111113,4.0,,3200.0,sqft,5508.0,sqft,98117.0,1290000.0
111024,3.0,,2630.0,sqft,9702.0,sqft,98117.0,1290000.0
110776,3.0,,2630.0,sqft,9702.0,sqft,98117.0,1290000.0
111380,,,,sqft,5000.0,sqft,98103.0,1295000.0
111478,3.0,,1815.0,sqft,1500.0,sqft,98103.0,1295000.0
111451,3.0,,1815.0,sqft,1500.0,sqft,98103.0,1295000.0
111564,2.0,,1400.0,sqft,,,98119.0,1295000.0
111327,,2.5,2500.0,sqft,4046.0,sqft,98117.0,1295000.0
111569,2.0,,1400.0,sqft,,,98119.0,1295000.0
111315,,2.5,2500.0,sqft,4046.0,sqft,98117.0,1295000.0
111244,3.0,,1815.0,sqft,1500.0,sqft,98103.0,1295000.0
111402,2.0,,1400.0,sqft,,,98119.0,1295000.0
111261,3.0,,1936.0,sqft,1770.0,sqft,98122.0,1295000.0
111830,3.0,,1900.0,sqft,6957.0,sqft,98199.0,1299000.0
111734,,,2530.0,sqft,1880.0,sqft,98102.0,1299000.0
111942,4.0,3.0,2466.0,sqft,6030.0,sqft,98115.0,1299000.0
111720,4.0,3.0,2466.0,sqft,6030.0,sqft,98115.0,1299000.0
111986,,,2530.0,sqft,1880.0,sqft,98102.0,1299000.0
111661,,,2530.0,sqft,1880.0,sqft,98102.0,1299000.0
111998,,,2530.0,sqft,1880.0,sqft,98102.0,1299000.0
112026,3.0,,1900.0,sqft,6957.0,sqft,98199.0,1299000.0
111968,3.0,,1900.0,sqft,6957.0,sqft,98199.0,1299000.0
111877,4.0,3.0,2466.0,sqft,6030.0,sqft,98115.0,1299000.0
112109,4.0,3.5,1835.0,sqft,1750.0,sqft,98103.0,1299950.0
112479,4.0,3.5,1835.0,sqft,1750.0,sqft,98103.0,1299950.0
112555,4.0,3.5,1835.0,sqft,1750.0,sqft,98103.0,1299950.0
112283,4.0,,1835.0,sqft,1884.0,sqft,98103.0,1299950.0
112420,4.0,,1835.0,sqft,1884.0,sqft,98103.0,1299950.0
112299,4.0,,1835.0,sqft,1884.0,sqft,98103.0,1299950.0
112429,4.0,,1835.0,sqft,1884.0,sqft,98103.0,1299950.0
112122,4.0,3.5,1835.0,sqft,1750.0,sqft,98103.0,1299950.0
112347,4.0,3.5,1835.0,sqft,1750.0,sqft,98103.0,1299950.0
112423,4.0,,1835.0,sqft,1884.0,sqft,98103.0,1299950.0
112724,14.0,,3884.0,sqft,4968.0,sqft,98106.0,1300000.0
112887,,,2560.0,sqft,2500.0,sqft,98112.0,1300000.0
112726,2.0,1.5,1580.0,sqft,6120.0,sqft,98115.0,1300000.0
112819,14.0,,3884.0,sqft,4968.0,sqft,98106.0,1300000.0
112945,3.0,3.0,2160.0,sqft,6710.0,sqft,98118.0,1300000.0
112675,5.0,4.0,2734.0,sqft,3774.0,sqft,98115.0,1300000.0
112774,5.0,4.0,2734.0,sqft,3774.0,sqft,98115.0,1300000.0
112909,,,2560.0,sqft,2500.0,sqft,98112.0,1300000.0
112810,2.0,1.5,1580.0,sqft,6120.0,sqft,98115.0,1300000.0
421,3.0,2.0,2260.0,sqft,6000.0,sqft,98199.0,1300000.0
113368,3.0,,2900.0,sqft,3800.0,sqft,98199.0,1305000.0
113449,3.0,,2900.0,sqft,3800.0,sqft,98199.0,1305000.0
113091,3.0,,2900.0,sqft,3800.0,sqft,98199.0,1305000.0
113098,,2.0,2740.0,sqft,8340.0,sqft,98177.0,1305000.0
113127,3.0,,2900.0,sqft,3800.0,sqft,98199.0,1305000.0
113250,,2.0,2740.0,sqft,8340.0,sqft,98177.0,1305000.0
113230,,2.0,2740.0,sqft,8340.0,sqft,98177.0,1305000.0
113150,3.0,,2900.0,sqft,3800.0,sqft,98199.0,1305000.0
113212,,2.0,2740.0,sqft,8340.0,sqft,98177.0,1305000.0
113276,,2.0,2740.0,sqft,8340.0,sqft,98177.0,1305000.0
113646,3.0,2.0,1740.0,sqft,3519.0,sqft,98199.0,1310000.0
